,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_numeric
850,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.80000305175781,8476.5,No,0
851,Male,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.1500015258789,4461.85009765625,No,0
852,Male,0,No,No,2,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,24.850000381469727,62.0,No,0
853,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.3499984741211,352.6499938964844,No,0
854,Female,0,No,No,68,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.5,1424.9000244140625,No,0
855,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.1500015258789,6413.64990234375,Yes,1
856,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05000305175781,6309.64990234375,No,0
857,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.79999923706055,50.79999923706055,Yes,1
858,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,5898.60009765625,No,0
859,Male,0,Yes,Yes,72,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.80000305175781,4719.75,No,0
860,Male,0,No,No,26,Yes,No,No,,,,,,,One year,No,Credit card (automatic),19.799999237060547,457.29998779296875,No,0
861,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4000015258789,5822.2998046875,No,0
862,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.6500015258789,1463.5,Yes,1
863,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0999984741211,307.3999938964844,Yes,1
864,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.6500015258789,2104.550048828125,Yes,1
865,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.5999984741211,319.1499938964844,Yes,1
866,Male,0,Yes,No,62,No,,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.449951171875,No,0
867,Female,0,No,No,5,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.5,104.30000305175781,No,0
868,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55000305175781,5084.64990234375,Yes,1
869,Male,0,No,Yes,3,Yes,Yes,No,,,,,,,Two year,Yes,Mailed check,26.399999618530273,121.25,No,0
870,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.19999694824219,7015.89990234375,No,0
871,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55000305175781,5598.0,No,0
872,Male,0,No,Yes,66,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.950000762939453,1269.0999755859375,No,0
873,Female,0,No,No,60,No,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.79999923706055,3027.39990234375,Yes,1
874,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.69999694824219,4634.35009765625,No,0
875,Female,0,No,No,3,No,,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.79999923706055,113.94999694824219,No,0
876,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.0999984741211,1582.75,Yes,1
877,Female,0,No,Yes,51,No,,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.150001525878906,3077.0,No,0
878,Female,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,No,0
879,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.650001525878906,1665.199951171875,No,0
880,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.0999984741211,1043.300048828125,Yes,1
881,Male,1,No,No,26,Yes,No,No,,,,,,,One year,No,Credit card (automatic),19.299999237060547,504.20001220703125,No,0
882,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9000015258789,497.54998779296875,Yes,1
883,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.64990234375,No,0
884,Female,0,Yes,Yes,49,No,,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.79999923706055,1782.0,No,0
885,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.049999237060547,20.049999237060547,No,0
886,Female,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3499984741211,609.6500244140625,No,0
887,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.60009765625,No,0
888,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.19999694824219,3247.550048828125,No,0
889,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55000305175781,6215.35009765625,Yes,1
890,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.30000305175781,2823.0,No,0
891,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8499984741211,5017.89990234375,Yes,1
892,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0999984741211,2619.25,No,0
893,Female,0,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.600000381469727,24.600000381469727,Yes,1
894,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.19999694824219,4965.10009765625,No,0
895,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.30000305175781,2679.699951171875,No,0
896,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.0999984741211,8310.5498046875,No,0
897,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55000305175781,5682.25,No,0
898,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9000015258789,1120.949951171875,Yes,1
899,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4000015258789,4914.89990234375,No,0
900,Female,0,No,No,2,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.5,27.549999237060547,No,0
901,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.30000305175781,923.5,Yes,1
902,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.8499984741211,1625.6500244140625,Yes,1
903,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.5999984741211,6068.64990234375,No,0
904,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.3499984741211,5398.60009765625,No,0
905,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.5999755859375,Yes,1
906,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.400001525878906,234.85000610351562,No,0
907,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.3499984741211,1231.8499755859375,No,0
908,Female,0,No,Yes,8,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.950000762939453,170.89999389648438,No,0
909,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.14990234375,No,0
910,Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.8499984741211,688.6500244140625,Yes,1
911,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.300048828125,No,0
912,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0999984741211,7848.5,No,0
913,Male,0,No,No,12,Yes,No,No,,,,,,,One year,No,Credit card (automatic),20.049999237060547,267.0,No,0
914,Male,0,Yes,Yes,72,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),25.200000762939453,1798.9000244140625,No,0
915,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55000305175781,73.55000305175781,Yes,1
916,Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4000015258789,1643.550048828125,No,0
917,Male,0,No,No,72,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55000305175781,4807.4501953125,No,0
918,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.69999694824219,2193.0,No,0
919,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55000305175781,2239.39990234375,No,0
920,Male,0,Yes,No,60,Yes,Yes,No,,,,,,,One year,No,Bank transfer (automatic),24.149999618530273,1505.9000244140625,No,0
921,Male,0,No,No,12,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.450000762939453,255.35000610351562,No,0
922,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4000015258789,1189.4000244140625,No,0
923,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.69999694824219,4786.14990234375,No,0
924,Female,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.69999694824219,1820.9000244140625,No,0
925,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.30000305175781,2404.14990234375,No,0
926,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4000015258789,205.0500030517578,Yes,1
927,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.1500015258789,952.2999877929688,Yes,1
928,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.4501953125,No,0
929,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.44999694824219,2538.050048828125,No,0
930,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0999984741211,1212.8499755859375,No,0
931,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.5999984741211,2651.10009765625,No,0
932,Male,0,Yes,No,72,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.299999237060547,1304.800048828125,No,0
933,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5999984741211,360.1000061035156,Yes,1
934,Female,0,No,No,12,No,,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.599998474121094,435.45001220703125,No,0
935,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.04998779296875,No,0
936,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.8499984741211,,No,0
937,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05000305175781,434.5,Yes,1
938,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05000305175781,7118.89990234375,No,0
939,Female,0,No,No,15,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.899999618530273,320.45001220703125,No,0
940,Female,0,No,Yes,24,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),21.049999237060547,531.5499877929688,No,0
941,Female,0,No,Yes,13,No,,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.149999618530273,382.20001220703125,No,0
942,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.8499984741211,2001.0,No,0
943,Female,0,Yes,No,72,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7001953125,No,0
944,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.0999984741211,5645.7998046875,No,0
945,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4000015258789,215.8000030517578,Yes,1
946,Male,0,Yes,Yes,4,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.5,77.5999984741211,No,0
947,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.3499984741211,2896.550048828125,No,0
948,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05000305175781,3395.800048828125,Yes,1
949,Male,0,Yes,Yes,35,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.5,759.3499755859375,No,0
950,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95000076293945,85.1500015258789,Yes,1
951,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.5999984741211,535.5499877929688,No,0
952,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.099998474121094,1253.1500244140625,No,0
953,Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95000076293945,955.1500244140625,No,0
954,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0999984741211,2162.60009765625,No,0
955,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.70000076293945,44.70000076293945,Yes,1
956,Female,0,Yes,Yes,71,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),25.450000762939453,1813.3499755859375,No,0
957,Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.14999389648438,No,0
958,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.800048828125,No,0
959,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.0999984741211,2723.75,No,0
960,Male,1,Yes,No,7,No,,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.799999237060547,220.4499969482422,No,0
961,Male,0,No,No,17,Yes,No,No,,,,,,,One year,Yes,Mailed check,20.5,365.79998779296875,No,0
962,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.900001525878906,551.9500122070312,No,0
963,Female,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.199951171875,No,0
964,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.70000076293945,45.70000076293945,Yes,1
965,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.30000305175781,832.3499755859375,Yes,1
966,Male,0,No,No,7,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,19.25,112.30000305175781,Yes,1
967,Male,0,No,Yes,3,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.850000381469727,60.650001525878906,No,0
968,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.3499984741211,5550.10009765625,No,0
969,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8000030517578,Yes,1
970,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55000305175781,90.55000305175781,Yes,1
971,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8499984741211,4733.10009765625,No,0
972,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.0999984741211,4048.949951171875,No,0
973,Male,1,Yes,No,44,No,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.350000381469727,1359.699951171875,Yes,1
974,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.94999694824219,4542.35009765625,No,0
975,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05000305175781,7532.14990234375,Yes,1
976,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9000015258789,69.9000015258789,Yes,1
977,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.6500244140625,No,0
978,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35009765625,Yes,1
979,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95000076293945,1916.0,No,0
980,Female,0,No,No,20,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,No,0
981,Male,0,Yes,Yes,40,Yes,No,No,,,,,,,Two year,No,Mailed check,19.600000381469727,808.9500122070312,No,0
982,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.849998474121094,1886.4000244140625,No,0
983,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5999984741211,86.5999984741211,Yes,1
984,Female,0,Yes,Yes,72,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),23.75,1679.25,No,0
985,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5999984741211,2656.5,Yes,1
986,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.79999923706055,540.9500122070312,No,0
987,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.75,19.75,No,0
988,Male,0,No,Yes,27,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.149999618530273,537.3499755859375,No,0
989,Male,0,Yes,Yes,34,Yes,No,No,,,,,,,One year,No,Credit card (automatic),19.600000381469727,678.7999877929688,No,0
990,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.30000305175781,4513.64990234375,No,0
991,Female,0,No,No,58,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),24.350000381469727,1423.8499755859375,No,0
992,Female,0,Yes,Yes,22,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.25,555.4000244140625,No,0
993,Female,0,Yes,Yes,10,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),26.100000381469727,225.5500030517578,No,0
994,Male,0,No,No,13,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.0,268.45001220703125,No,0
995,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.30000305175781,2917.5,Yes,1
996,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2416.10009765625,Yes,1
997,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.30000305175781,424.45001220703125,Yes,1
998,Male,0,Yes,No,72,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.700000762939453,1492.0999755859375,No,0
999,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.30000305175781,132.39999389648438,No,0
1000,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.3499984741211,660.9000244140625,Yes,1
1001,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.949951171875,Yes,1
1002,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55000305175781,284.8999938964844,No,0
1003,Female,0,No,No,37,Yes,No,No,,,,,,,Two year,No,Mailed check,19.850000381469727,784.25,No,0
1004,Male,0,No,No,21,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.0,417.70001220703125,No,0
1005,Female,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.8499984741211,5016.25,No,0
1006,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.0999984741211,1612.75,Yes,1
1007,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.94999694824219,119.75,Yes,1
1008,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55000305175781,3204.64990234375,Yes,1
1009,Male,1,Yes,No,23,Yes,No,No,,,,,,,One year,Yes,Electronic check,20.75,485.20001220703125,No,0
1010,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.150001525878906,160.85000610351562,No,0
1011,Female,0,Yes,Yes,71,No,,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.650001525878906,4145.25,No,0
1012,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9000015258789,827.4500122070312,No,0
1013,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.5,49.5,No,0
1014,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45000076293945,990.8499755859375,Yes,1
1015,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.650001525878906,696.3499755859375,Yes,1
1016,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.0999984741211,5585.39990234375,No,0
1017,Female,0,No,No,64,Yes,Yes,No,,,,,,,One year,Yes,Bank transfer (automatic),24.399999618530273,1601.199951171875,No,0
1018,Male,0,No,No,4,No,,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.04999923706055,162.4499969482422,No,0
1019,Female,0,No,No,23,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.5,470.20001220703125,No,0
1020,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.04999923706055,2066.0,No,0
1021,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.349998474121094,1426.449951171875,No,0
1022,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.69999694824219,392.5,No,0
1023,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.0999984741211,3861.449951171875,No,0
1024,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3499984741211,2552.89990234375,No,0
1025,Female,1,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,6668.35009765625,No,0
1026,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5999984741211,819.4000244140625,Yes,1
